Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
32615	2.0000	1.2369	1.2315
32616	2.0000	1.2369	1.2315
32617	2.0000	1.2369	1.2315
32618	2.0000	1.2369	1.2315
32619	1.0000	0.6184	0.6158
32620	2.0000	1.2369	1.2315
32621	2.0000	1.2369	1.2315
32622	2.0000	1.2369	1.2315
32623	0.0000	0.0000	0.0000
32624	1.0000	0.6184	0.6158
32625	1.0000	0.6184	0.6158
32626	1.0000	0.6184	0.6158
32627	1.0000	0.6184	0.6158
32628	2.0000	1.2369	1.2315
32629	1.0000	0.6184	0.6158
32630	1.0000	0.6184	0.6158
32631	2.0000	1.2369	1.2315
32632	2.0000	1.2369	1.2315
32633	0.0000	0.0000	0.0000
32634	1.0000	0.6184	0.6158
32635	2.0000	1.2369	1.2315
32636	2.0000	1.2369	1.2315
32637	2.0000	1.2369	1.2315
32638	1.0000	0.6184	0.6158
32639	2.0000	1.2369	1.2315
32640	2.0000	1.2369	1.2315
32641	2.0000	1.2369	1.2315
32642	1.0000	0.6184	0.6158
32643	1.0000	0.6184	0.6158
32644	1.0000	0.6184	0.6158
32645	2.0000	1.2369	1.2315
32646	1.0000	0.6184	0.6158
32647	2.0000	1.2369	1.2315
32648	2.0000	1.2369	1.2315
32649	2.0000	1.2369	1.2315
32650	2.0000	1.2369	1.2315
32651	1.0000	0.6184	0.6158
32652	2.0000	1.2369	1.2315
32653	2.0000	1.2369	1.2315
32654	2.0000	1.2369	1.2315
32655	2.0000	1.2369	1.2315
32656	2.0000	1.2369	1.2315
32657	1.0000	0.6184	0.6158
32658	2.0000	1.2369	1.2315
32659	2.0000	1.2369	1.2315
32660	2.0000	1.2369	1.2315
32661	1.0000	0.6184	0.6158
32662	1.0000	0.6184	0.6158
32663	1.0000	0.6184	0.6158
32664	2.0000	1.2369	1.2315
32665	1.0000	0.6184	0.6158
32666	2.0000	1.2369	1.2315
32667	2.0000	1.2369	1.2315
32668	2.0000	1.2369	1.2315
32669	2.0000	1.2369	1.2315
32670	2.0000	1.2369	1.2315
32671	1.0000	0.6184	0.6158
32672	0.0000	0.0000	0.0000
32673	1.0000	0.6184	0.6158
32674	1.0000	0.6184	0.6158
32675	2.0000	1.2369	1.2315
32676	1.0000	0.6184	0.6158
32677	1.0000	0.6184	0.6158
32678	2.0000	1.2369	1.2315
32679	0.0000	0.0000	0.0000
32680	0.0000	0.0000	0.0000
32681	0.0000	0.0000	0.0000
32682	2.0000	1.2369	1.2315
32683	1.0000	0.6184	0.6158
32684	1.0000	0.6184	0.6158
32685	2.0000	1.2369	1.2315
32686	2.0000	1.2369	1.2315
32687	2.0000	1.2369	1.2315
32688	1.0000	0.6184	0.6158
32689	2.0000	1.2369	1.2315
32690	1.0000	0.6184	0.6158
32691	2.0000	1.2369	1.2315
32692	2.0000	1.2369	1.2315
32693	2.0000	1.2369	1.2315
32694	1.0000	0.6184	0.6158
32695	2.0000	1.2369	1.2315
32696	1.0000	0.6184	0.6158
32697	2.0000	1.2369	1.2315
32698	2.0000	1.2369	1.2315
32699	2.0000	1.2369	1.2315
32700	1.0000	0.6184	0.6158
32701	1.0000	0.6184	0.6158
32702	2.0000	1.2369	1.2315
32703	1.0000	0.6184	0.6158
32704	1.0000	0.6184	0.6158
32705	2.0000	1.2369	1.2315
32706	2.0000	1.2369	1.2315
32707	2.0000	1.2369	1.2315
32708	1.0000	0.6184	0.6158
32709	1.0000	0.6184	0.6158
32710	2.0000	1.2369	1.2315
32711	2.0000	1.2369	1.2315
32712	2.0000	1.2369	1.2315
32713	1.0000	0.6184	0.6158
32714	1.0000	0.6184	0.6158
32715	2.0000	1.2369	1.2315
32716	2.0000	1.2369	1.2315
32717	2.0000	1.2369	1.2315
32718	1.0000	0.6184	0.6158
32719	1.0000	0.6184	0.6158
32720	2.0000	1.2369	1.2315
32721	2.0000	1.2369	1.2315
32722	0.0000	0.0000	0.0000
32723	2.0000	1.2369	1.2315
32724	1.0000	0.6184	0.6158
32725	1.0000	0.6184	0.6158
32726	2.0000	1.2369	1.2315
32727	2.0000	1.2369	1.2315
32728	1.0000	0.6184	0.6158
32729	2.0000	1.2369	1.2315
32730	2.0000	1.2369	1.2315
32731	1.0000	0.6184	0.6158
32732	1.0000	0.6184	0.6158
32733	2.0000	1.2369	1.2315
32734	2.0000	1.2369	1.2315
32735	2.0000	1.2369	1.2315
32736	2.0000	1.2369	1.2315
32737	1.0000	0.6184	0.6158
32738	2.0000	1.2369	1.2315
32739	2.0000	1.2369	1.2315
32740	1.0000	0.6184	0.6158
32741	1.0000	0.6184	0.6158
32742	2.0000	1.2369	1.2315
32743	2.0000	1.2369	1.2315
32744	2.0000	1.2369	1.2315
32745	2.0000	1.2369	1.2315
32746	2.0000	1.2369	1.2315
32747	2.0000	1.2369	1.2315
32748	2.0000	1.2369	1.2315
32749	1.0000	0.6184	0.6158
32750	2.0000	1.2369	1.2315
32751	2.0000	1.2369	1.2315
32752	2.0000	1.2369	1.2315
32753	2.0000	1.2369	1.2315
32754	1.0000	0.6184	0.6158
32755	2.0000	1.2369	1.2315
32756	2.0000	1.2369	1.2315
32757	2.0000	1.2369	1.2315
32758	2.0000	1.2369	1.2315
32759	2.0000	1.2369	1.2315
32760	2.0000	1.2369	1.2315
32761	2.0000	1.2369	1.2315
32762	2.0000	1.2369	1.2315
32763	2.0000	1.2369	1.2315
32764	2.0000	1.2369	1.2315
32765	1.0000	0.6184	0.6158
32766	2.0000	1.2369	1.2315
32767	1.0000	0.6184	0.6158
32768	2.0000	1.2369	1.2315
32769	2.0000	1.2369	1.2315
32770	1.0000	0.6184	0.6158
32771	1.0000	0.6184	0.6158
32772	2.0000	1.2369	1.2315
32773	1.0000	0.6184	0.6158
32774	2.0000	1.2369	1.2315
32775	2.0000	1.2369	1.2315
32776	1.0000	0.6184	0.6158
32777	2.0000	1.2369	1.2315
32778	1.0000	0.6184	0.6158
32779	2.0000	1.2369	1.2315
32780	1.0000	0.6184	0.6158
32781	2.0000	1.2369	1.2315
32782	2.0000	1.2369	1.2315
32783	2.0000	1.2369	1.2315
32784	1.0000	0.6184	0.6158
32785	2.0000	1.2369	1.2315
32786	2.0000	1.2369	1.2315
32787	2.0000	1.2369	1.2315
32788	1.0000	0.6184	0.6158
32789	2.0000	1.2369	1.2315
32790	1.0000	0.6184	0.6158
32791	2.0000	1.2369	1.2315
32792	1.0000	0.6184	0.6158
32793	1.0000	0.6184	0.6158
32794	2.0000	1.2369	1.2315
32795	1.0000	0.6184	0.6158
32796	2.0000	1.2369	1.2315
32797	2.0000	1.2369	1.2315
32798	1.0000	0.6184	0.6158
32799	2.0000	1.2369	1.2315
32800	2.0000	1.2369	1.2315
32801	2.0000	1.2369	1.2315
32802	2.0000	1.2369	1.2315
32803	2.0000	1.2369	1.2315
32804	2.0000	1.2369	1.2315
32805	1.0000	0.6184	0.6158
32806	2.0000	1.2369	1.2315
32807	1.0000	0.6184	0.6158
32808	2.0000	1.2369	1.2315
32809	1.0000	0.6184	0.6158
32810	2.0000	1.2369	1.2315
32811	2.0000	1.2369	1.2315
32812	1.0000	0.6184	0.6158
32813	0.0000	0.0000	0.0000
32814	2.0000	1.2369	1.2315
32815	1.0000	0.6184	0.6158
32816	2.0000	1.2369	1.2315
32817	1.0000	0.6184	0.6158
32818	2.0000	1.2369	1.2315
32819	2.0000	1.2369	1.2315
32820	2.0000	1.2369	1.2315
32821	2.0000	1.2369	1.2315
32822	1.0000	0.6184	0.6158
32823	1.0000	0.6184	0.6158
32824	1.0000	0.6184	0.6158
32825	1.0000	0.6184	0.6158
32826	1.0000	0.6184	0.6158
32827	2.0000	1.2369	1.2315
32828	2.0000	1.2369	1.2315
32829	2.0000	1.2369	1.2315
32830	2.0000	1.2369	1.2315
32831	2.0000	1.2369	1.2315
32832	2.0000	1.2369	1.2315
32833	2.0000	1.2369	1.2315
32834	2.0000	1.2369	1.2315
32835	2.0000	1.2369	1.2315
32836	2.0000	1.2369	1.2315
32837	1.0000	0.6184	0.6158
32838	2.0000	1.2369	1.2315
32839	2.0000	1.2369	1.2315
32840	2.0000	1.2369	1.2315
32841	2.0000	1.2369	1.2315
32842	2.0000	1.2369	1.2315
32843	2.0000	1.2369	1.2315
32844	1.0000	0.6184	0.6158
32845	1.0000	0.6184	0.6158
32846	2.0000	1.2369	1.2315
32847	0.0000	0.0000	0.0000
32848	2.0000	1.2369	1.2315
32849	2.0000	1.2369	1.2315
32850	2.0000	1.2369	1.2315
32851	1.0000	0.6184	0.6158
32852	2.0000	1.2369	1.2315
32853	1.0000	0.6184	0.6158
32854	2.0000	1.2369	1.2315
32855	1.0000	0.6184	0.6158
32856	1.0000	0.6184	0.6158
32857	1.0000	0.6184	0.6158
32858	1.0000	0.6184	0.6158
32859	1.0000	0.6184	0.6158
32860	1.0000	0.6184	0.6158
32861	2.0000	1.2369	1.2315
32862	1.0000	0.6184	0.6158
32863	2.0000	1.2369	1.2315
32864	1.0000	0.6184	0.6158
32865	2.0000	1.2369	1.2315
32866	1.0000	0.6184	0.6158
32867	2.0000	1.2369	1.2315
32868	1.0000	0.6184	0.6158
32869	2.0000	1.2369	1.2315
32870	2.0000	1.2369	1.2315
32871	2.0000	1.2369	1.2315
32872	2.0000	1.2369	1.2315
32873	2.0000	1.2369	1.2315
32874	2.0000	1.2369	1.2315
32875	2.0000	1.2369	1.2315
32876	1.0000	0.6184	0.6158
32877	2.0000	1.2369	1.2315
32878	2.0000	1.2369	1.2315
32879	1.0000	0.6184	0.6158
32880	2.0000	1.2369	1.2315
32881	2.0000	1.2369	1.2315
32882	2.0000	1.2369	1.2315
32883	2.0000	1.2369	1.2315
32884	2.0000	1.2369	1.2315
32885	2.0000	1.2369	1.2315
32886	1.0000	0.6184	0.6158
32887	2.0000	1.2369	1.2315
32888	2.0000	1.2369	1.2315
32889	2.0000	1.2369	1.2315
32890	1.0000	0.6184	0.6158
32891	1.0000	0.6184	0.6158
32892	1.0000	0.6184	0.6158
32893	2.0000	1.2369	1.2315
32894	1.0000	0.6184	0.6158
32895	2.0000	1.2369	1.2315
32896	2.0000	1.2369	1.2315
32897	1.0000	0.6184	0.6158
32898	0.0000	0.0000	0.0000
32899	1.0000	0.6184	0.6158
32900	2.0000	1.2369	1.2315
32901	2.0000	1.2369	1.2315
32902	2.0000	1.2369	1.2315
32903	2.0000	1.2369	1.2315
32904	2.0000	1.2369	1.2315
32905	2.0000	1.2369	1.2315
32906	2.0000	1.2369	1.2315
32907	1.0000	0.6184	0.6158
32908	2.0000	1.2369	1.2315
32909	2.0000	1.2369	1.2315
32910	2.0000	1.2369	1.2315
32911	1.0000	0.6184	0.6158
32912	2.0000	1.2369	1.2315
32913	2.0000	1.2369	1.2315
32914	2.0000	1.2369	1.2315
32915	2.0000	1.2369	1.2315
32916	2.0000	1.2369	1.2315
32917	2.0000	1.2369	1.2315
32918	2.0000	1.2369	1.2315
32919	1.0000	0.6184	0.6158
32920	2.0000	1.2369	1.2315
32921	2.0000	1.2369	1.2315
32922	1.0000	0.6184	0.6158
32923	2.0000	1.2369	1.2315
32924	2.0000	1.2369	1.2315
32925	0.0000	0.0000	0.0000
32926	1.0000	0.6184	0.6158
32927	2.0000	1.2369	1.2315
32928	2.0000	1.2369	1.2315
32929	2.0000	1.2369	1.2315
32930	2.0000	1.2369	1.2315
32931	2.0000	1.2369	1.2315
32932	1.0000	0.6184	0.6158
32933	2.0000	1.2369	1.2315
32934	2.0000	1.2369	1.2315
32935	2.0000	1.2369	1.2315
32936	1.0000	0.6184	0.6158
32937	2.0000	1.2369	1.2315
32938	1.0000	0.6184	0.6158
32939	1.0000	0.6184	0.6158
32940	1.0000	0.6184	0.6158
32941	2.0000	1.2369	1.2315
32942	2.0000	1.2369	1.2315
32943	2.0000	1.2369	1.2315
32944	1.0000	0.6184	0.6158
32945	2.0000	1.2369	1.2315
32946	2.0000	1.2369	1.2315
32947	0.0000	0.0000	0.0000
32948	1.0000	0.6184	0.6158
32949	2.0000	1.2369	1.2315
32950	2.0000	1.2369	1.2315
32951	2.0000	1.2369	1.2315
32952	2.0000	1.2369	1.2315
32953	2.0000	1.2369	1.2315
32954	2.0000	1.2369	1.2315
32955	2.0000	1.2369	1.2315
32956	2.0000	1.2369	1.2315
32957	2.0000	1.2369	1.2315
32958	2.0000	1.2369	1.2315
32959	2.0000	1.2369	1.2315
32960	2.0000	1.2369	1.2315
32961	2.0000	1.2369	1.2315
32962	2.0000	1.2369	1.2315
32963	1.0000	0.6184	0.6158
32964	2.0000	1.2369	1.2315
32965	2.0000	1.2369	1.2315
32966	1.0000	0.6184	0.6158
32967	2.0000	1.2369	1.2315
32968	2.0000	1.2369	1.2315
32969	1.0000	0.6184	0.6158
32970	2.0000	1.2369	1.2315
32971	2.0000	1.2369	1.2315
32972	1.0000	0.6184	0.6158
32973	2.0000	1.2369	1.2315
32974	1.0000	0.6184	0.6158
32975	2.0000	1.2369	1.2315
32976	2.0000	1.2369	1.2315
32977	1.0000	0.6184	0.6158
32978	2.0000	1.2369	1.2315
32979	1.0000	0.6184	0.6158
32980	2.0000	1.2369	1.2315
32981	1.0000	0.6184	0.6158
32982	1.0000	0.6184	0.6158
32983	2.0000	1.2369	1.2315
32984	2.0000	1.2369	1.2315
32985	2.0000	1.2369	1.2315
32986	2.0000	1.2369	1.2315
32987	2.0000	1.2369	1.2315
32988	2.0000	1.2369	1.2315
32989	1.0000	0.6184	0.6158
32990	2.0000	1.2369	1.2315
32991	2.0000	1.2369	1.2315
32992	2.0000	1.2369	1.2315
32993	1.0000	0.6184	0.6158
32994	2.0000	1.2369	1.2315
32995	0.0000	0.0000	0.0000
32996	1.0000	0.6184	0.6158
32997	2.0000	1.2369	1.2315
32998	2.0000	1.2369	1.2315
32999	2.0000	1.2369	1.2315
33000	2.0000	1.2369	1.2315
33001	1.0000	0.6184	0.6158
33002	2.0000	1.2369	1.2315
33003	1.0000	0.6184	0.6158
33004	2.0000	1.2369	1.2315
33005	2.0000	1.2369	1.2315
33006	2.0000	1.2369	1.2315
33007	1.0000	0.6184	0.6158
33008	2.0000	1.2369	1.2315
33009	2.0000	1.2369	1.2315
33010	2.0000	1.2369	1.2315
33011	2.0000	1.2369	1.2315
33012	2.0000	1.2369	1.2315
33013	2.0000	1.2369	1.2315
33014	2.0000	1.2369	1.2315
33015	2.0000	1.2369	1.2315
33016	2.0000	1.2369	1.2315
33017	1.0000	0.6184	0.6158
33018	2.0000	1.2369	1.2315
33019	1.0000	0.6184	0.6158
33020	2.0000	1.2369	1.2315
33021	2.0000	1.2369	1.2315
33022	1.0000	0.6184	0.6158
33023	2.0000	1.2369	1.2315
33024	2.0000	1.2369	1.2315
33025	1.0000	0.6184	0.6158
33026	1.0000	0.6184	0.6158
33027	2.0000	1.2369	1.2315
33028	1.0000	0.6184	0.6158
33029	2.0000	1.2369	1.2315
33030	1.0000	0.6184	0.6158
33031	1.0000	0.6184	0.6158
33032	1.0000	0.6184	0.6158
33033	1.0000	0.6184	0.6158
33034	1.0000	0.6184	0.6158
33035	2.0000	1.2369	1.2315
33036	1.0000	0.6184	0.6158
33037	2.0000	1.2369	1.2315
33038	2.0000	1.2369	1.2315
33039	2.0000	1.2369	1.2315
33040	1.0000	0.6184	0.6158
33041	2.0000	1.2369	1.2315
33042	2.0000	1.2369	1.2315
33043	2.0000	1.2369	1.2315
33044	1.0000	0.6184	0.6158
33045	1.0000	0.6184	0.6158
33046	1.0000	0.6184	0.6158
33047	2.0000	1.2369	1.2315
33048	1.0000	0.6184	0.6158
33049	2.0000	1.2369	1.2315
33050	1.0000	0.6184	0.6158
33051	2.0000	1.2369	1.2315
33052	2.0000	1.2369	1.2315
33053	2.0000	1.2369	1.2315
33054	2.0000	1.2369	1.2315
33055	2.0000	1.2369	1.2315
33056	2.0000	1.2369	1.2315
33057	2.0000	1.2369	1.2315
33058	2.0000	1.2369	1.2315
33059	2.0000	1.2369	1.2315
33060	0.0000	0.0000	0.0000
33061	2.0000	1.2369	1.2315
33062	1.0000	0.6184	0.6158
33063	1.0000	0.6184	0.6158
33064	1.0000	0.6184	0.6158
33065	2.0000	1.2369	1.2315
33066	2.0000	1.2369	1.2315
33067	0.0000	0.0000	0.0000
33068	2.0000	1.2369	1.2315
33069	2.0000	1.2369	1.2315
33070	2.0000	1.2369	1.2315
33071	2.0000	1.2369	1.2315
33072	2.0000	1.2369	1.2315
33073	2.0000	1.2369	1.2315
33074	2.0000	1.2369	1.2315
33075	2.0000	1.2369	1.2315
33076	2.0000	1.2369	1.2315
33077	2.0000	1.2369	1.2315
33078	2.0000	1.2369	1.2315
33079	2.0000	1.2369	1.2315
33080	1.0000	0.6184	0.6158
33081	2.0000	1.2369	1.2315
33082	2.0000	1.2369	1.2315
33083	2.0000	1.2369	1.2315
33084	2.0000	1.2369	1.2315
33085	2.0000	1.2369	1.2315
33086	2.0000	1.2369	1.2315
33087	2.0000	1.2369	1.2315
33088	1.0000	0.6184	0.6158
33089	2.0000	1.2369	1.2315
33090	1.0000	0.6184	0.6158
33091	1.0000	0.6184	0.6158
33092	2.0000	1.2369	1.2315
33093	1.0000	0.6184	0.6158
33094	2.0000	1.2369	1.2315
33095	2.0000	1.2369	1.2315
33096	2.0000	1.2369	1.2315
33097	2.0000	1.2369	1.2315
33098	2.0000	1.2369	1.2315
33099	2.0000	1.2369	1.2315
33100	2.0000	1.2369	1.2315
33101	2.0000	1.2369	1.2315
33102	2.0000	1.2369	1.2315
33103	1.0000	0.6184	0.6158
33104	1.0000	0.6184	0.6158
33105	2.0000	1.2369	1.2315
33106	2.0000	1.2369	1.2315
33107	1.0000	0.6184	0.6158
33108	2.0000	1.2369	1.2315
33109	1.0000	0.6184	0.6158
33110	2.0000	1.2369	1.2315
33111	1.0000	0.6184	0.6158
33112	2.0000	1.2369	1.2315
33113	2.0000	1.2369	1.2315
33114	2.0000	1.2369	1.2315
33115	1.0000	0.6184	0.6158
33116	2.0000	1.2369	1.2315
33117	2.0000	1.2369	1.2315
33118	1.0000	0.6184	0.6158
33119	2.0000	1.2369	1.2315
33120	1.0000	0.6184	0.6158
33121	0.0000	0.0000	0.0000
33122	2.0000	1.2369	1.2315
33123	2.0000	1.2369	1.2315
33124	2.0000	1.2369	1.2315
33125	1.0000	0.6184	0.6158
33126	1.0000	0.6184	0.6158
33127	2.0000	1.2369	1.2315
33128	2.0000	1.2369	1.2315
33129	2.0000	1.2369	1.2315
33130	1.0000	0.6184	0.6158
33131	1.0000	0.6184	0.6158
33132	2.0000	1.2369	1.2315
33133	2.0000	1.2369	1.2315
33134	2.0000	1.2369	1.2315
33135	1.0000	0.6184	0.6158
33136	2.0000	1.2369	1.2315
33137	2.0000	1.2369	1.2315
33138	1.0000	0.6184	0.6158
33139	1.0000	0.6184	0.6158
33140	2.0000	1.2369	1.2315
33141	0.0000	0.0000	0.0000
33142	2.0000	1.2369	1.2315
33143	2.0000	1.2369	1.2315
33144	0.0000	0.0000	0.0000
33145	2.0000	1.2369	1.2315
33146	2.0000	1.2369	1.2315
33147	2.0000	1.2369	1.2315
33148	1.0000	0.6184	0.6158
33149	2.0000	1.2369	1.2315
33150	2.0000	1.2369	1.2315
33151	2.0000	1.2369	1.2315
33152	1.0000	0.6184	0.6158
33153	2.0000	1.2369	1.2315
33154	2.0000	1.2369	1.2315
33155	2.0000	1.2369	1.2315
33156	2.0000	1.2369	1.2315
33157	2.0000	1.2369	1.2315
33158	2.0000	1.2369	1.2315
33159	2.0000	1.2369	1.2315
33160	2.0000	1.2369	1.2315
33161	0.0000	0.0000	0.0000
33162	2.0000	1.2369	1.2315
33163	2.0000	1.2369	1.2315
33164	1.0000	0.6184	0.6158
33165	2.0000	1.2369	1.2315
33166	2.0000	1.2369	1.2315
33167	1.0000	0.6184	0.6158
33168	1.0000	0.6184	0.6158
33169	2.0000	1.2369	1.2315
33170	1.0000	0.6184	0.6158
33171	2.0000	1.2369	1.2315
33172	2.0000	1.2369	1.2315
33173	2.0000	1.2369	1.2315
33174	2.0000	1.2369	1.2315
33175	2.0000	1.2369	1.2315
33176	2.0000	1.2369	1.2315
33177	1.0000	0.6184	0.6158
33178	2.0000	1.2369	1.2315
33179	2.0000	1.2369	1.2315
33180	0.0000	0.0000	0.0000
33181	2.0000	1.2369	1.2315
33182	2.0000	1.2369	1.2315
33183	1.0000	0.6184	0.6158
33184	2.0000	1.2369	1.2315
33185	2.0000	1.2369	1.2315
33186	2.0000	1.2369	1.2315
33187	2.0000	1.2369	1.2315
33188	2.0000	1.2369	1.2315
33189	2.0000	1.2369	1.2315
33190	2.0000	1.2369	1.2315
33191	1.0000	0.6184	0.6158
33192	2.0000	1.2369	1.2315
33193	2.0000	1.2369	1.2315
33194	2.0000	1.2369	1.2315
33195	2.0000	1.2369	1.2315
33196	1.0000	0.6184	0.6158
33197	2.0000	1.2369	1.2315
33198	2.0000	1.2369	1.2315
33199	2.0000	1.2369	1.2315
33200	2.0000	1.2369	1.2315
33201	1.0000	0.6184	0.6158
33202	1.0000	0.6184	0.6158
33203	2.0000	1.2369	1.2315
33204	2.0000	1.2369	1.2315
33205	2.0000	1.2369	1.2315
33206	2.0000	1.2369	1.2315
33207	2.0000	1.2369	1.2315
33208	2.0000	1.2369	1.2315
33209	2.0000	1.2369	1.2315
33210	2.0000	1.2369	1.2315
33211	2.0000	1.2369	1.2315
33212	2.0000	1.2369	1.2315
33213	2.0000	1.2369	1.2315
33214	1.0000	0.6184	0.6158
33215	1.0000	0.6184	0.6158
33216	1.0000	0.6184	0.6158
33217	2.0000	1.2369	1.2315
33218	2.0000	1.2369	1.2315
33219	2.0000	1.2369	1.2315
33220	0.0000	0.0000	0.0000
33221	0.0000	0.0000	0.0000
33222	2.0000	1.2369	1.2315
33223	2.0000	1.2369	1.2315
33224	2.0000	1.2369	1.2315
33225	0.0000	0.0000	0.0000
33226	1.0000	0.6184	0.6158
33227	1.0000	0.6184	0.6158
33228	1.0000	0.6184	0.6158
33229	1.0000	0.6184	0.6158
33230	2.0000	1.2369	1.2315
33231	2.0000	1.2369	1.2315
33232	2.0000	1.2369	1.2315
33233	2.0000	1.2369	1.2315
33234	1.0000	0.6184	0.6158
33235	1.0000	0.6184	0.6158
33236	2.0000	1.2369	1.2315
33237	1.0000	0.6184	0.6158
33238	2.0000	1.2369	1.2315
33239	2.0000	1.2369	1.2315
33240	1.0000	0.6184	0.6158
33241	2.0000	1.2369	1.2315
33242	1.0000	0.6184	0.6158
33243	1.0000	0.6184	0.6158
33244	2.0000	1.2369	1.2315
33245	2.0000	1.2369	1.2315
33246	2.0000	1.2369	1.2315
33247	2.0000	1.2369	1.2315
33248	0.0000	0.0000	0.0000
33249	2.0000	1.2369	1.2315
33250	2.0000	1.2369	1.2315
33251	2.0000	1.2369	1.2315
33252	2.0000	1.2369	1.2315
33253	2.0000	1.2369	1.2315
33254	2.0000	1.2369	1.2315
33255	2.0000	1.2369	1.2315
33256	0.0000	0.0000	0.0000
33257	2.0000	1.2369	1.2315
33258	2.0000	1.2369	1.2315
33259	2.0000	1.2369	1.2315
33260	1.0000	0.6184	0.6158
33261	1.0000	0.6184	0.6158
33262	2.0000	1.2369	1.2315
33263	1.0000	0.6184	0.6158
33264	2.0000	1.2369	1.2315
33265	2.0000	1.2369	1.2315
33266	2.0000	1.2369	1.2315
33267	2.0000	1.2369	1.2315
33268	1.0000	0.6184	0.6158
33269	2.0000	1.2369	1.2315
33270	2.0000	1.2369	1.2315
33271	2.0000	1.2369	1.2315
33272	2.0000	1.2369	1.2315
33273	2.0000	1.2369	1.2315
33274	1.0000	0.6184	0.6158
33275	2.0000	1.2369	1.2315
33276	1.0000	0.6184	0.6158
33277	2.0000	1.2369	1.2315
33278	2.0000	1.2369	1.2315
33279	2.0000	1.2369	1.2315
33280	2.0000	1.2369	1.2315
33281	2.0000	1.2369	1.2315
33282	2.0000	1.2369	1.2315
33283	2.0000	1.2369	1.2315
33284	2.0000	1.2369	1.2315
33285	2.0000	1.2369	1.2315
33286	1.0000	0.6184	0.6158
33287	2.0000	1.2369	1.2315
33288	2.0000	1.2369	1.2315
33289	1.0000	0.6184	0.6158
33290	2.0000	1.2369	1.2315
33291	2.0000	1.2369	1.2315
33292	2.0000	1.2369	1.2315
33293	2.0000	1.2369	1.2315
33294	2.0000	1.2369	1.2315
33295	2.0000	1.2369	1.2315
33296	2.0000	1.2369	1.2315
33297	2.0000	1.2369	1.2315
33298	2.0000	1.2369	1.2315
33299	1.0000	0.6184	0.6158
33300	1.0000	0.6184	0.6158
33301	2.0000	1.2369	1.2315
33302	1.0000	0.6184	0.6158
33303	2.0000	1.2369	1.2315
33304	2.0000	1.2369	1.2315
33305	2.0000	1.2369	1.2315
33306	2.0000	1.2369	1.2315
33307	1.0000	0.6184	0.6158
33308	2.0000	1.2369	1.2315
33309	2.0000	1.2369	1.2315
33310	2.0000	1.2369	1.2315
33311	1.0000	0.6184	0.6158
33312	1.0000	0.6184	0.6158
33313	2.0000	1.2369	1.2315
33314	2.0000	1.2369	1.2315
33315	1.0000	0.6184	0.6158
33316	0.0000	0.0000	0.0000
33317	1.0000	0.6184	0.6158
33318	2.0000	1.2369	1.2315
33319	2.0000	1.2369	1.2315
33320	1.0000	0.6184	0.6158
33321	0.0000	0.0000	0.0000
33322	2.0000	1.2369	1.2315
33323	1.0000	0.6184	0.6158
33324	1.0000	0.6184	0.6158
33325	1.0000	0.6184	0.6158
33326	1.0000	0.6184	0.6158
33327	1.0000	0.6184	0.6158
33328	2.0000	1.2369	1.2315
33329	2.0000	1.2369	1.2315
33330	1.0000	0.6184	0.6158
33331	2.0000	1.2369	1.2315
33332	2.0000	1.2369	1.2315
33333	2.0000	1.2369	1.2315
33334	1.0000	0.6184	0.6158
33335	2.0000	1.2369	1.2315
33336	2.0000	1.2369	1.2315
33337	2.0000	1.2369	1.2315
33338	2.0000	1.2369	1.2315
33339	2.0000	1.2369	1.2315
33340	2.0000	1.2369	1.2315
33341	2.0000	1.2369	1.2315
33342	2.0000	1.2369	1.2315
33343	2.0000	1.2369	1.2315
33344	2.0000	1.2369	1.2315
33345	1.0000	0.6184	0.6158
33346	2.0000	1.2369	1.2315
33347	2.0000	1.2369	1.2315
33348	0.0000	0.0000	0.0000
33349	2.0000	1.2369	1.2315
33350	2.0000	1.2369	1.2315
33351	2.0000	1.2369	1.2315
33352	2.0000	1.2369	1.2315
33353	2.0000	1.2369	1.2315
33354	1.0000	0.6184	0.6158
33355	2.0000	1.2369	1.2315
33356	2.0000	1.2369	1.2315
33357	1.0000	0.6184	0.6158
33358	1.0000	0.6184	0.6158
33359	1.0000	0.6184	0.6158
33360	1.0000	0.6184	0.6158
33361	2.0000	1.2369	1.2315
33362	2.0000	1.2369	1.2315
33363	1.0000	0.6184	0.6158
33364	2.0000	1.2369	1.2315
33365	1.0000	0.6184	0.6158
33366	2.0000	1.2369	1.2315
33367	2.0000	1.2369	1.2315
33368	2.0000	1.2369	1.2315
33369	1.0000	0.6184	0.6158
33370	1.0000	0.6184	0.6158
33371	1.0000	0.6184	0.6158
33372	2.0000	1.2369	1.2315
33373	2.0000	1.2369	1.2315
33374	2.0000	1.2369	1.2315
33375	1.0000	0.6184	0.6158
33376	2.0000	1.2369	1.2315
33377	1.0000	0.6184	0.6158
33378	2.0000	1.2369	1.2315
33379	1.0000	0.6184	0.6158
33380	2.0000	1.2369	1.2315
33381	0.0000	0.0000	0.0000
33382	2.0000	1.2369	1.2315
33383	2.0000	1.2369	1.2315
33384	2.0000	1.2369	1.2315
33385	1.0000	0.6184	0.6158
33386	1.0000	0.6184	0.6158
33387	2.0000	1.2369	1.2315
33388	2.0000	1.2369	1.2315
33389	1.0000	0.6184	0.6158
